Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Credit type,Cost type,Usage start date,Usage end date,Usage amount,Usage unit,Unrounded Cost ($),Cost ($)
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/10/2024 0:00,10/12/2024 0:00,11.848911,gibibyte,3.035388,3.04
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/23/2024 0:00,10/25/2024 0:00,42.02557,gibibyte month,20.115787,20.12
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/8/2024 0:00,10/12/2024 0:00,51.001379,hour,23.528961,23.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/2/2024 0:00,10/5/2024 0:00,54.905049,gibibyte,24.786915,24.79
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/28/2024 0:00,10/29/2024 0:00,61.010687,gibibyte,14.205791,14.21
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/16/2024 0:00,10/20/2024 0:00,70.196588,gibibyte,16.838515,16.84
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/7/2024 0:00,10/11/2024 0:00,62.880638,gibibyte month,9.883129,9.88
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/3/2024 0:00,10/4/2024 0:00,80.596185,gibibyte month,12.449914,12.45
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/17/2024 0:00,10/18/2024 0:00,40.613761,hour,8.141255,8.14
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/18/2024 0:00,10/20/2024 0:00,47.178872,hour,5.672503,5.67
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/21/2024 0:00,10/24/2024 0:00,14.151849,gibibyte month,7.06115,7.06
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/2/2024 0:00,10/3/2024 0:00,22.280496,gibibyte,2.063566,2.06
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/15/2024 0:00,10/17/2024 0:00,32.416851,gibibyte,3.464414,3.46
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/25/2024 0:00,10/28/2024 0:00,86.140466,hour,18.531698,18.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/26/2024 0:00,10/28/2024 0:00,28.675178,gibibyte month,11.644791,11.64
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/11/2024 0:00,10/15/2024 0:00,30.753861,gibibyte,9.166912,9.17
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/2/2024 0:00,10/6/2024 0:00,24.970741,gibibyte month,0.581535,0.58
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/20/2024 0:00,10/24/2024 0:00,2.319219,gibibyte,0.623599,0.62
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/12/2024 0:00,10/15/2024 0:00,53.550955,hour,9.439236,9.44
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/29/2024 0:00,10/30/2024 0:00,46.104986,gibibyte,18.161832,18.16
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/11/2024 0:00,10/12/2024 0:00,12.008581,hour,2.597795,2.6
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/19/2024 0:00,10/20/2024 0:00,76.16133,hour,37.397743,37.4
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,,Regular,10/13/2024 0:00,10/14/2024 0:00,5.685584,gibibyte,0.986927,0.99
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/1/2024 0:00,10/5/2024 0:00,68.983491,gibibyte,23.437857,23.44
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/9/2024 0:00,10/11/2024 0:00,94.720167,gibibyte month,7.231465,7.23
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/1/2024 0:00,10/2/2024 0:00,33.958393,gibibyte,14.934724,14.93
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/12/2024 0:00,10/14/2024 0:00,75.372508,hour,32.521094,32.52
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/9/2024 0:00,10/10/2024 0:00,26.85122,hour,2.20603,2.21
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/13/2024 0:00,10/16/2024 0:00,50.015527,gibibyte month,4.505802,4.51
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/13/2024 0:00,10/17/2024 0:00,98.304127,hour,4.939856,4.94
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/10/2024 0:00,10/14/2024 0:00,42.674932,gibibyte month,19.64771,19.65
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/8/2024 0:00,10/10/2024 0:00,3.403076,hour,0.908851,0.91
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/23/2024 0:00,10/25/2024 0:00,3.246461,hour,0.5611,0.56
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,,Regular,10/26/2024 0:00,10/30/2024 0:00,55.091536,gibibyte,6.172063,6.17
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/14/2024 0:00,10/18/2024 0:00,68.474825,hour,27.486806,27.49
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/24/2024 0:00,10/25/2024 0:00,48.332412,hour,8.314249,8.31
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/28/2024 0:00,10/30/2024 0:00,8.355101,gibibyte,4.164928,4.16
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Sustained Usage,Regular,10/3/2024 0:00,10/4/2024 0:00,18.692429,gibibyte,4.038859,4.04
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/19/2024 0:00,10/21/2024 0:00,16.638265,gibibyte month,8.243244,8.24
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/16/2024 0:00,10/20/2024 0:00,75.036312,gibibyte,16.533266,16.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/6/2024 0:00,10/10/2024 0:00,59.027399,gibibyte,12.738836,12.74
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/26/2024 0:00,10/27/2024 0:00,60.406258,gibibyte,4.159641,4.16
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,,Regular,10/24/2024 0:00,10/28/2024 0:00,72.371981,gibibyte,22.581584,22.58
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/3/2024 0:00,10/4/2024 0:00,82.656444,hour,23.372709,23.37
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/24/2024 0:00,10/27/2024 0:00,57.538949,gibibyte,0.672627,0.67
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/1/2024 0:00,10/2/2024 0:00,42.51129,gibibyte month,11.620691,11.62
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/23/2024 0:00,10/24/2024 0:00,94.008543,gibibyte month,9.603647,9.6
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Sustained Usage,Regular,10/19/2024 0:00,10/22/2024 0:00,16.403878,hour,6.102388,6.1
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/9/2024 0:00,10/11/2024 0:00,7.152447,gibibyte,1.063299,1.06
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/13/2024 0:00,10/15/2024 0:00,48.00456,gibibyte month,6.467367,6.47
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/4/2024 0:00,10/6/2024 0:00,80.863098,gibibyte month,13.310536,13.31
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/18/2024 0:00,10/22/2024 0:00,59.155607,hour,2.956214,2.96
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Committed Use,Regular,10/21/2024 0:00,10/23/2024 0:00,29.305796,gibibyte,0.694375,0.69
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/2/2024 0:00,10/3/2024 0:00,4.18063,hour,0.166684,0.17
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/25/2024 0:00,10/27/2024 0:00,46.228434,gibibyte,11.746972,11.75
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Sustained Usage,Regular,10/8/2024 0:00,10/12/2024 0:00,50.309485,hour,23.572564,23.57
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/26/2024 0:00,10/30/2024 0:00,85.034599,gibibyte,31.501934,31.5
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,,Regular,10/4/2024 0:00,10/5/2024 0:00,55.51414,hour,5.856226,5.86
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/26/2024 0:00,10/30/2024 0:00,26.390052,gibibyte,12.925706,12.93
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/21/2024 0:00,10/23/2024 0:00,53.082228,gibibyte month,7.295308,7.3
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,N1 Standard Instance Core running in Americas,6C71-E844-38BC,Committed Use,Regular,10/2/2024 0:00,10/3/2024 0:00,69.380913,hour,6.822539,6.82
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/17/2024 0:00,10/20/2024 0:00,77.678636,hour,34.215906,34.22
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,Committed Use,Regular,10/18/2024 0:00,10/21/2024 0:00,20.446189,hour,7.165159,7.17
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Committed Use,Regular,10/11/2024 0:00,10/13/2024 0:00,24.671839,gibibyte month,3.410586,3.41
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/28/2024 0:00,10/29/2024 0:00,34.371914,gibibyte month,12.530023,12.53
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/7/2024 0:00,10/8/2024 0:00,56.969829,hour,13.616789,13.62
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,,Regular,10/12/2024 0:00,10/14/2024 0:00,76.024811,gibibyte month,10.257887,10.26
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Americas,CBA3-CC16-8B22,,Regular,10/7/2024 0:00,10/9/2024 0:00,16.66842,gibibyte month,6.714618,6.71
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Compute Engine,b2c9-4761-b091,Storage PD Capacity,9A89-44AC-8B79,Sustained Usage,Regular,10/25/2024 0:00,10/28/2024 0:00,44.37291,gibibyte,0.634286,0.63
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Development Environment,proj-dev-eaf76759,organizations/123456789/projects/proj-dev-eaf76759,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Committed Use,Regular,10/24/2024 0:00,10/25/2024 0:00,40.599095,gibibyte month,16.32332,16.32
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations,5F33-E86B-1A2C,Sustained Usage,Regular,10/28/2024 0:00,10/30/2024 0:00,87.13767,hour,9.905054,9.91
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Sustained Usage,Regular,10/23/2024 0:00,10/26/2024 0:00,66.605716,gibibyte month,11.370764,11.37
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/25/2024 0:00,10/27/2024 0:00,4.209566,gibibyte,1.937574,1.94
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Production Environment,proj-prod-aba770f0,organizations/123456789/projects/proj-prod-aba770f0,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,Committed Use,Regular,10/21/2024 0:00,10/23/2024 0:00,97.781376,gibibyte month,18.320778,18.32
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Cloud SQL,9662-B51E-5089,DB Custom Instance RAM running in Americas,E3B8-59A5-4D95,,Regular,10/21/2024 0:00,10/25/2024 0:00,75.680843,gibibyte,36.989999,36.99
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Data Analytics,proj-analytics-aaf14f98,organizations/123456789/projects/proj-analytics-aaf14f98,Cloud SQL,9662-B51E-5089,DB Custom Instance Core running in Americas,DB74-2D52-6C76,Sustained Usage,Regular,10/10/2024 0:00,10/12/2024 0:00,49.942101,gibibyte,15.826708,15.83
My Organization Billing,billingAccounts/4a6a21820c0c4fbc8a8373e0fa45ce05,Testing Environment,proj-test-29a0cc09,organizations/123456789/projects/proj-test-29a0cc09,Compute Engine,b2c9-4761-b091,N1 Standard Instance RAM running in Americas,D2D0-B928-E9CC,Committed Use,Regular,10/10/2024 0:00,10/12/2024 0:00,60.280838,gibibyte,1.628481,1.63
